word_index,start_sec,end_sec,canonical_word,normalized,alignment,asr_word,asr_probability
1023,472.180,472.320,to,to,DIRECT,to,0.9994
1024,472.320,472.680,stay,stay,DIRECT,stay,0.9979
1025,472.680,472.980,that,that,DIRECT,that,0.9980
1026,472.980,473.620,size.,size,DIRECT,size.,0.9972
1027,474.420,474.660,The,the,DIRECT,The,0.9970
1028,474.660,475.040,accident,accident,DIRECT,accident,0.9994
1029,475.040,475.360,was,was,DIRECT,was,0.9993
1030,475.360,475.900,modifying,modifying,DIRECT,modifying,0.9995
1031,475.900,476.160,the,the,DIRECT,the,0.9994
1032,476.160,476.580,system,system,DIRECT,system,0.9997
1033,476.580,477.160,while,while,DIRECT,while,0.7632
1034,477.160,477.320,the,the,DIRECT,the,0.9993
1035,477.320,477.700,system,system,DIRECT,system,0.9997
1036,477.700,477.880,was,was,DIRECT,was,0.9993
1037,477.880,478.340,failing.,failing,DIRECT,failing.,0.9995
1038,479.500,479.780,Once,once,DIRECT,Once,0.9983
1039,479.780,480.060,enough,enough,DIRECT,enough,0.9990
1040,480.060,480.360,water,water,DIRECT,water,0.9979
1041,480.360,480.560,was,was,DIRECT,was,0.9994
1042,480.560,480.860,moving,moving,DIRECT,moving,0.9992
1043,480.860,481.440,"underground,",underground,DIRECT,"underground,",0.9320
1044,482.140,482.420,gravity,gravity,DIRECT,gravity,0.9989
1045,482.420,483.020,supplied,supplied,DIRECT,supplied,0.9974
1046,483.020,483.260,the,the,DIRECT,the,0.9995
1047,483.260,483.680,energy.,energy,DIRECT,energy.,0.9994
1048,484.500,484.720,The,the,DIRECT,The,0.9985
1049,484.720,484.920,lake,lake,DIRECT,lake,0.9893
1050,484.920,485.320,itself,itself,DIRECT,itself,0.9936
1051,485.320,486.020,became,became,DIRECT,became,0.9968
1052,486.020,486.380,part,part,DIRECT,part,0.9956
1053,486.380,486.580,of,of,DIRECT,of,0.9996
1054,486.580,486.700,the,the,DIRECT,the,0.9979
1055,486.700,487.040,failure,failure,DIRECT,failure,0.9991
1056,487.040,487.600,mechanism.,mechanism,DIRECT,mechanism.,0.9983
1057,488.400,488.820,Water,water,DIRECT,Water,0.5077
1058,488.820,489.600,rushed,rushed,DIRECT,rushed,0.9697
1059,489.600,489.980,toward,toward,DIRECT,toward,0.9467
1060,489.980,490.200,the,the,DIRECT,the,0.9986
1061,490.200,490.620,opening.,opening,DIRECT,opening.,0.9969
1062,491.780,491.800,Ground,ground,DIRECT,Ground,0.9952
1063,491.800,492.280,continued,continued,DIRECT,continued,0.9929
1064,492.280,492.580,to,to,DIRECT,to,0.9996
1065,492.580,492.920,collapse.,collapse,DIRECT,collapse.,0.9994
1066,493.800,493.980,The,the,DIRECT,The,0.9953
