word_index,start_sec,end_sec,canonical_word,normalized,alignment,asr_word,asr_probability
473,215.840,216.660,needed,needed,DIRECT,needed,0.9890
474,216.660,216.940,a,a,DIRECT,a,0.9980
475,216.940,217.260,final,final,DIRECT,final,0.9991
476,217.260,217.820,answer,answer,DIRECT,answer,0.9986
477,217.820,218.480,about,about,DIRECT,about,0.9868
478,218.480,218.980,"maps,",maps,DIRECT,"maps,",0.9920
479,219.920,219.940,coordinates,coordinates,DIRECT,"coordinates,",0.9668
480,220.480,220.640,or,or,DIRECT,or,0.9984
481,220.640,220.980,legal,legal,DIRECT,legal,0.9988
482,220.980,221.720,responsibility.,responsibility,DIRECT,responsibility.,0.9925
483,222.720,223.020,They,they,DIRECT,They,0.9926
484,223.020,223.440,needed,needed,DIRECT,needed,0.9983
485,223.440,224.080,time.,time,DIRECT,time.,0.9915
486,225.200,225.380,What,what,DIRECT,What,0.9885
487,225.380,225.800,exactly,exactly,DIRECT,exactly,0.9982
488,225.800,226.460,connected,connected,DIRECT,connected,0.9992
489,226.460,226.660,the,the,DIRECT,the,0.9972
490,226.660,226.900,drilling,drilling,DIRECT,drilling,0.9693
491,226.900,227.380,operation,operation,DIRECT,operation,0.9988
492,227.380,227.720,to,to,DIRECT,to,0.9986
493,227.720,227.960,the,the,DIRECT,the,0.9903
494,227.960,228.160,mine,mine,DIRECT,mine,0.9938
495,228.530,228.980,would,would,DIRECT,would,0.9665
496,228.980,229.280,become,become,DIRECT,become,0.9960
497,229.280,229.440,the,the,DIRECT,the,0.9971
498,229.440,229.640,great,great,DIRECT,great,0.9756
499,229.640,230.180,argument,argument,DIRECT,argument,0.9987
500,230.180,230.720,after,after,DIRECT,after,0.9972
501,230.720,230.980,the,the,DIRECT,the,0.9989
502,230.980,231.400,disaster.,disaster,DIRECT,disaster.,0.9990
503,232.220,232.480,The,the,DIRECT,The,0.9967
504,232.480,232.820,connection,connection,DIRECT,connection,0.9986
505,232.820,233.300,itself,itself,DIRECT,itself,0.9881
506,233.300,233.940,was,was,DIRECT,was,0.9923
507,233.940,234.220,now,now,DIRECT,now,0.9982
508,234.220,234.380,the,the,DIRECT,the,0.9984
509,234.380,234.920,emergency.,emergency,DIRECT,emergency.,0.9896
510,235.900,236.120,The,the,DIRECT,The,0.9970
511,236.120,236.360,Mine,mine,DIRECT,Mine,0.7143
512,236.360,236.660,Safety,safety,DIRECT,Safety,0.9958
513,236.660,236.940,and,and,DIRECT,and,0.9507
514,236.940,237.160,Health,health,DIRECT,Health,0.9982
515,237.160,237.760,Administration,administration,DIRECT,Administration,0.9857
516,237.760,238.520,later,later,DIRECT,later,0.9922
517,238.520,239.160,recorded,recorded,DIRECT,recorded,0.9983
518,239.405,239.655,fifty-two,fiftytwo,FORCED,,0.0000
519,239.900,240.640,people,people,DIRECT,people,0.9982
520,240.640,241.420,underground.,underground,DIRECT,underground.,0.9990
521,242.280,242.660,They,they,DIRECT,They,0.1851
522,242.660,242.800,were,were,DIRECT,were,0.9841
523,242.800,242.940,not,not,DIRECT,not,0.9662
524,242.940,243.340,standing,standing,DIRECT,standing,0.9945
525,243.340,243.800,together,together,DIRECT,together,0.9958
526,243.800,244.180,beside,beside,DIRECT,beside,0.9913
527,244.180,244.420,an,an,DIRECT,an,0.9971
528,244.420,244.780,exit.,exit,DIRECT,exit.,0.9997
529,245.480,245.660,They,they,DIRECT,They,0.9955
530,245.660,245.780,were,were,DIRECT,were,0.9990
531,245.780,246.160,working,working,DIRECT,working,0.9981
532,246.160,246.660,inside,inside,DIRECT,inside,0.9964
533,246.660,246.860,a,a,DIRECT,a,0.9961
534,246.860,247.160,mine,mine,DIRECT,"mine,",0.9975
535,247.740,248.000,spread,spread,DIRECT,spread,0.9939
536,248.000,248.320,through,through,DIRECT,through,0.9953
537,248.320,248.760,multiple,multiple,DIRECT,multiple,0.9981
538,248.760,249.200,levels,levels,DIRECT,levels,0.9995
539,249.200,249.520,and,and,DIRECT,and,0.9905
540,249.520,249.980,workings.,workings,DIRECT,workings.,0.9949
541,250.900,251.180,Now,now,DIRECT,Now,0.9961
542,251.180,251.560,water,water,DIRECT,water,0.7949
543,251.560,251.880,was,was,DIRECT,was,0.9989
544,251.880,252.300,entering,entering,DIRECT,entering,0.9988
545,252.300,252.580,that,that,DIRECT,that,0.9950
546,252.580,253.040,system.,system,DIRECT,system.,0.9996
