prompt_id,beat_id,start,end,asset_class,prompt_grammar,production_route,required_reference_packages,reference_gate,overlay_plan,v3_status,cost_if_generated_credits,v3_prompt
SAT-GEN037,SAT-B060,00:10:32.011,00:10:44.351,AI_RECONSTRUCTION,LEAD_TIME,CONTROLLED_TEXT_GENERATION,R01+R06,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,5 YEARS / 3 YEARS,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Two parallel construction paths seen from above: long preserved nuclear restart path with many unfinished stages versus a short modular gas path with fewer stages; no text in generated layer. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN038,SAT-B061,00:10:44.351,00:10:57.551,AI_RECONSTRUCTION,HYDRO_SYSTEM,CONTROLLED_TEXT_GENERATION,R05+R06,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,hydro variability / flexible dispatch,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Pacific Northwest hydro control context with reservoir, transmission and dispatch room reflections; modular thermal blocks remain secondary and geographically non-specific. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN039,SAT-B062,00:10:57.551,00:11:10.851,AI_RECONSTRUCTION,MODULAR_COMPARISON,LOCKED_GENERATED_ASSET,R01+R06,LOCKED_ASSET_NO_NEW_JOB,add capacity in increments,LOCKED_PASS_REUSE,0.0,DO NOT GENERATE — use the locked accepted asset recorded in locked_asset.
SAT-GEN040,SAT-B066,00:11:36.939,00:11:46.198,AI_RECONSTRUCTION,RISK_PAIR,CONTROLLED_TEXT_GENERATION,R03+R06,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,fuel price / carbon risk,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Balanced tabletop still life: gas-fuel contract and emissions-policy folder on one side, nuclear completion-risk folder on the other, all text blank and equal visual weight. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN041,SAT-B067,00:11:46.198,00:11:57.468,AI_RECONSTRUCTION,BALANCED_COMPARISON,CONTROLLED_TEXT_GENERATION,R01+R06,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,risk-free claim rejected,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Split composition giving nuclear and combined-cycle advantages and liabilities equal physical space; neither side heroic or catastrophic, no site merger. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN042,SAT-B068,00:11:57.468,00:12:06.998,AI_RECONSTRUCTION,DECISION_FLEXIBILITY,CONTROLLED_TEXT_GENERATION,R03+R06,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,FLEXIBILITY,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: A rigid single heavy commitment path beside several smaller movable resource blocks on a utility planning table; human hands can rearrange only the modular side. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN043,SAT-B069,00:12:06.998,00:12:19.158,AI_RECONSTRUCTION,COST_GFX_BASE,EDITORIAL_GFX_BASE_ONLY,R01,EDITORIAL_BUILD_NO_IMAGE_JOB,$1.55B base completion estimate,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.0,"EDITORIAL BUILD BRIEF FOR SAT-B069: Build a restrained cost-comparison canvas with empty bars and annotation lanes. Add every amount, scale, date and label later as verified editorial graphics. Reserve the factual overlay lane for: $1.55B base completion estimate. EVIDENCE BOUNDARY: This is an editor-built non-factual design plate. It must contain no geographic, architectural, engineering or numeric claim; all evidence comes from deterministic editorial vectors."
SAT-GEN044,SAT-B070,00:12:19.158,00:12:28.418,AI_RECONSTRUCTION,COST_GFX_BASE,LOCKED_GENERATED_ASSET,R06,LOCKED_ASSET_NO_NEW_JOB,LOW / BASE / HIGH / CC,LOCKED_PASS_REUSE,0.0,DO NOT GENERATE — use the locked accepted asset recorded in locked_asset.
SAT-GEN045,SAT-B071,00:12:28.418,00:12:38.288,AI_RECONSTRUCTION,LIFETIME_RISK,CONTROLLED_TEXT_GENERATION,R01+R06,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,lifetime cost comparable ≠ decision equivalent,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Two alternatives appear similar at the far operating-life horizon, but the Project Three path carries a much larger locked capital block in the foreground. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN046,SAT-B074,00:13:00.978,00:13:17.108,AI_RECONSTRUCTION_GFX,QUANT_GFX_BASE,EDITORIAL_GFX_BASE_ONLY,R05,EDITORIAL_BUILD_NO_IMAGE_JOB,"1,240 MW / +600 aMW surplus",READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.0,"EDITORIAL BUILD BRIEF FOR SAT-B074: Build a restrained quantitative canvas with empty blocks and annotation lanes. Add every value, scale, relationship and label later as verified editorial graphics. Reserve the factual overlay lane for: 1,240 MW / +600 aMW surplus. EVIDENCE BOUNDARY: This is an editor-built non-factual design plate. It must contain no geographic, architectural, engineering or numeric claim; all evidence comes from deterministic editorial vectors."
SAT-GEN047,SAT-B076,00:13:27.618,00:13:40.418,AI_RECONSTRUCTION,ECONOMIC_MISMATCH,CONTROLLED_TEXT_GENERATION,R05,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,technical success / economic failure,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: A technically complete power block feeds into a visibly undersized regional demand channel, causing unused capacity to terminate in an empty lane; conceptual, not a real site. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN048,SAT-B077,00:13:40.418,00:13:48.148,AI_RECONSTRUCTION,TOWER_REVEAL,REFERENCE_CONDITIONED_GENERATION,R01+R05,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,megaproject beyond engineering,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Reference-controlled cooling tower fills foreground while the wider regional grid and demand landscape remains visible through an opening, revealing the system hidden by the monument. EVIDENCE BOUNDARY: Match only the supplied reference media for identifiable geometry. If those media are absent, do not submit this job. Do not infer unseen buildings, roads, water, machinery or site relationships. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN049,SAT-B078,00:13:48.148,00:13:57.138,AI_RECONSTRUCTION,SYSTEM_TEST,CONTROLLED_TEXT_GENERATION,R03+R05,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,CAN SYSTEM USE AND PAY?,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Project Three scale model sits at the center of a circular table surrounded by load forecast, customer and finance stations; all station text reserved for overlay. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN050,SAT-B079,00:13:57.138,00:14:06.888,AI_RECONSTRUCTION,NEED_GFX_BASE,EDITORIAL_GFX_BASE_ONLY,R01+R05,EDITORIAL_BUILD_NO_IMAGE_JOB,74% BUILT / POWER NOT NEEDED,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.0,"EDITORIAL BUILD BRIEF FOR SAT-B079: Build a restrained demand-versus-capacity canvas with empty bands and annotation lanes. Add all values, scales, relationships and labels later as verified editorial graphics. Reserve the factual overlay lane for: 74% BUILT / POWER NOT NEEDED. EVIDENCE BOUNDARY: This is an editor-built non-factual design plate. It must contain no geographic, architectural, engineering or numeric claim; all evidence comes from deterministic editorial vectors."
SAT-GEN051,SAT-B080,00:14:06.888,00:14:15.808,AI_RECONSTRUCTION,CAPITAL_CONCENTRATION,CONTROLLED_TEXT_GENERATION,R01+R06,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,capital concentration / real advantages,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: One huge immovable Project Three commitment block contrasted with several smaller distributed alternatives, while a subtle existing-assets layer remains behind the nuclear side. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN052,SAT-B081,00:14:15.808,00:14:26.688,AI_RECONSTRUCTION,EXISTING_ADVANTAGES,REFERENCE_CONDITIONED_GENERATION,R01+R02,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,existing assets / permits / no combustion emissions,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Quiet preserved Project Three exterior with completed access, major shells and permit binders represented as blank physical folders; no operating plant or emissions spectacle. EVIDENCE BOUNDARY: Match only the supplied reference media for identifiable geometry. If those media are absent, do not submit this job. Do not infer unseen buildings, roads, water, machinery or site relationships. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN053,SAT-B083,00:14:42.928,00:14:57.088,AI_RECONSTRUCTION_GFX,REPOWER_GFX_BASE,EDITORIAL_GFX_BASE_ONLY,R01+R04+R06,EDITORIAL_BUILD_NO_IMAGE_JOB,REPOWER / NEW BUILD,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.0,"EDITORIAL BUILD BRIEF FOR SAT-B083: Build a restrained old-versus-new power-system canvas with two empty equipment zones. Add verified plant silhouettes, capacities, dates and labels later as editorial vectors. Reserve the factual overlay lane for: REPOWER / NEW BUILD. EVIDENCE BOUNDARY: This is an editor-built non-factual design plate. It must contain no geographic, architectural, engineering or numeric claim; all evidence comes from deterministic editorial vectors."
SAT-GEN054,SAT-B084,00:14:57.088,00:15:10.628,AI_RECONSTRUCTION_MAP,THIRD_PARTY_OPTION,LOCKED_GENERATED_ASSET,R01+R07,LOCKED_ASSET_NO_NEW_JOB,third party insufficient,LOCKED_PASS_REUSE,0.0,DO NOT GENERATE — use the locked accepted asset recorded in locked_asset.
SAT-GEN055,SAT-B086,00:15:26.368,00:15:35.248,AI_RECONSTRUCTION,TERMINATION_DECISION,CONTROLLED_TEXT_GENERATION,R01,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,TERMINATED / past ≠ future,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: June 1994 preserved site behind a newly closed administrative gate, with the built structures unchanged and the future path visibly ending; no demolition. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN056,SAT-B087,00:15:35.248,00:15:43.608,AI_RECONSTRUCTION,MULTIPLE_CLOCKS,CONTROLLED_TEXT_GENERATION,R03+R07,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,project ends on several clocks,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Four physical clocks mounted over permit files, property keys, debt ledgers and redevelopment plans, each showing a different phase; exact dates added only in overlay. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN057,SAT-B088,00:15:43.608,00:15:54.888,AI_RECONSTRUCTION,CHRONOLOGY_GFX_BASE,EDITORIAL_GFX_BASE_ONLY,R01+R02+R03,EDITORIAL_BUILD_NO_IMAGE_JOB,1982 / 1983 / 1983 / 1994,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.0,"EDITORIAL BUILD BRIEF FOR SAT-B088: Build a restrained chronology canvas with distinct empty milestone wells and a clear timing lane. Add every date, event, icon and label later as verified editorial graphics. Reserve the factual overlay lane for: 1982 / 1983 / 1983 / 1994. EVIDENCE BOUNDARY: This is an editor-built non-factual design plate. It must contain no geographic, architectural, engineering or numeric claim; all evidence comes from deterministic editorial vectors."
SAT-GEN058,SAT-B090,00:16:05.468,00:16:16.488,AI_RECONSTRUCTION,MULTIPLE_CLOCKS,LOCKED_GENERATED_ASSET,R03+R07,LOCKED_ASSET_NO_NEW_JOB,permit / property / remediation / debt,LOCKED_PASS_REUSE,0.0,DO NOT GENERATE — use the locked accepted asset recorded in locked_asset.
SAT-GEN059,SAT-B091,00:16:16.488,00:16:26.208,AI_RECONSTRUCTION,CONTRACT_AFTERLIFE,CONTROLLED_TEXT_GENERATION,R01+R03,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,property clock / debt clock,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Maintained concrete building outside a window while property keys and long-lived finance folders occupy separate foreground planes, making visible asset and invisible contract coexist. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN060,SAT-B093,00:16:34.328,00:16:43.288,AI_RECONSTRUCTION_MAP,DEBT_GFX_BASE,EDITORIAL_GFX_BASE_ONLY,R01+R07,EDITORIAL_BUILD_NO_IMAGE_JOB,legacy budgeting decades later,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.0,"EDITORIAL BUILD BRIEF FOR SAT-B093: Build a restrained debt-obligation canvas with empty issuer, obligation and payer zones. Add all amounts, flows, dates and labels later as verified editorial graphics. Reserve the factual overlay lane for: legacy budgeting decades later. EVIDENCE BOUNDARY: This is an editor-built non-factual design plate. It must contain no geographic, architectural, engineering or numeric claim; all evidence comes from deterministic editorial vectors."
SAT-GEN061,SAT-B094,00:16:43.288,00:16:54.088,AI_RECONSTRUCTION,ADMINISTRATION,CONTROLLED_TEXT_GENERATION,R07,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,debt administration only,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Contemporary finance office managing legacy obligations: spreadsheets visible only as unreadable shapes, archived project folders, no hard hats, cranes, plant operation or construction. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN062,SAT-B095,00:16:54.088,00:17:02.048,AI_RECONSTRUCTION,VISIBLE_INVISIBLE,CONTROLLED_TEXT_GENERATION,R01+R03,TEXT_ONLY_ALLOWED_AFTER_SMALL_BATCH_APPROVAL,CONCRETE / CONTRACTS,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Close exterior concrete wall reflected in glass over a table of sealed contracts, pairing durable structure and durable obligation in one restrained composition. EVIDENCE BOUNDARY: This is an explicitly interpretive reconstruction. Avoid identifiable real people and keep every document surface blank for editorial replacement. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN063,SAT-B096,00:17:02.048,00:17:12.248,AI_RECONSTRUCTION,REDEVELOPMENT_INSTITUTIONAL,LOCKED_GENERATED_ASSET,R02+R07,LOCKED_ASSET_NO_NEW_JOB,three public partners,LOCKED_PASS_REUSE,0.0,DO NOT GENERATE — use the locked accepted asset recorded in locked_asset.
SAT-GEN064,SAT-B098,00:17:19.568,00:17:31.679,AI_RECONSTRUCTION_MAP,REUSE_MAP_BASE,EDITORIAL_GFX_BASE_ONLY,R02+R07,EDITORIAL_BUILD_NO_IMAGE_JOB,"recover infrastructure, not nuclear investment",READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.0,"EDITORIAL BUILD BRIEF FOR SAT-B098: Build a flat, unlabeled present-day reuse-map canvas with an empty plot area. Add every road, parcel, building footprint and label later as authenticated vectors. Reserve the factual overlay lane for: recover infrastructure, not nuclear investment. EVIDENCE BOUNDARY: This is an editor-built non-factual design plate. It must contain no geographic, architectural, engineering or numeric claim; all evidence comes from deterministic editorial vectors."
SAT-GEN065,SAT-B102,00:18:04.701,00:18:15.811,AI_RECONSTRUCTION_MAP,MODERN_REUSE,REFERENCE_CONDITIONED_GENERATION,R01+R07,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,"300,000 SQ FT / BUSINESS PARK",READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Representative present-day adaptive-reuse interior: maintained high-bay industrial workspace, ordinary logistics, clean floor and active equipment. Do not claim exact Satsop architecture; no reactor components, abandoned debris, cranes or nuclear construction. EVIDENCE BOUNDARY: Match only the supplied reference media for identifiable geometry. If those media are absent, do not submit this job. Do not infer unseen buildings, roads, water, machinery or site relationships. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
SAT-GEN066,SAT-B103,00:18:15.811,00:18:24.691,AI_RECONSTRUCTION_GFX,TRAINING,LOCKED_GENERATED_ASSET,R07,LOCKED_ASSET_NO_NEW_JOB,confined-space / rescue training,LOCKED_PASS_REUSE,0.0,DO NOT GENERATE — use the locked accepted asset recorded in locked_asset.
SAT-GEN067,SAT-B106,00:18:46.111,00:18:54.721,AI_RECONSTRUCTION_MAP,MODERN_REUSE,EDITORIAL_GFX_BASE_ONLY,R01+R07,EDITORIAL_BUILD_NO_IMAGE_JOB,WORKING INDUSTRIAL SITE,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.0,"EDITORIAL BUILD BRIEF FOR SAT-B106: Build a neutral editorial canvas with empty evidence zones. Add every factual shape, relationship, value and label later as verified editorial vectors. Reserve the factual overlay lane for: WORKING INDUSTRIAL SITE. EVIDENCE BOUNDARY: This is an editor-built non-factual design plate. It must contain no geographic, architectural, engineering or numeric claim; all evidence comes from deterministic editorial vectors."
SAT-GEN068,SAT-B107,00:18:54.721,00:19:03.501,AI_RECONSTRUCTION_MAP,REUSE_RESOLUTION,REFERENCE_CONDITIONED_GENERATION,R01+R02+R07,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,WHAT REMAINS USEFUL,READY_FOR_TARGETED_VALIDATION_NOT_AUTHORIZED,0.5,"SUBJECT AND COMPOSITION: Representative infrastructure-afterlife composition: active industrial building and maintained road in the foreground, one distant concrete legacy structure reduced to context. Do not imitate a specific Satsop layout without R01/R07. EVIDENCE BOUNDARY: Match only the supplied reference media for identifiable geometry. If those media are absent, do not submit this job. Do not infer unseen buildings, roads, water, machinery or site relationships. Create one restrained 16:9 documentary frame with a clear primary subject and no competing secondary story. Use realistic materials, neutral natural light and a calm lower 15 percent for captions. Never render words, dates, numbers, logos, maps, arrows, diagrams, captions or document text. No nuclear glow, operating steam, disaster imagery, active reactor, completed Satsop plant, faux archival damage or cinematic spectacle."
