prompt_id,beat_id,start,end,duration_seconds,asset_class,prompt_grammar,required_reference_packages,reference_gate,overlay_plan,model,quality,resolution,aspect_ratio,cost_if_generated_credits,queue_status,test_grade_v1,test_grade_v2,prompt
SAT-GEN031,SAT-B047,00:08:04.071,00:08:14.951,10.88,AI_RECONSTRUCTION_GFX,SITE_IDENTITY,R01+R02,LOCKED_PASS_REUSE,~500 FT / major buildings existed,gpt_image_2,low,1k,16:9,0.0,LOCKED_PASS_REUSE,PASS,NOT_TESTED,"VISUAL PROPOSITION: Preserve the accepted road-level cooling-tower scale frame; use authenticated tower proportions and keep the reactor and turbine shells visibly incomplete. ERA/STATE: 1993-1994. Respect the exact stated era and state (1993-1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN032,SAT-B048,00:08:14.951,00:08:26.231,11.28,AI_RECONSTRUCTION,FUTURE_COST,R01+R04,LOCKED_PASS_REUSE,VISIBLE CONCRETE ≠ COST TO FINISH,gpt_image_2,low,1k,16:9,0.0,LOCKED_PASS_REUSE,CONDITIONAL,PASS,"VISUAL PROPOSITION: Foreground unfinished cable trays, open penetrations and missing systems lead toward the apparently complete exterior shell; the absent work dominates over the visible concrete. ERA/STATE: 1993-1994. Respect the exact stated era and state (1993-1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN033,SAT-B049,00:08:26.231,00:08:42.631,16.4,AI_RECONSTRUCTION,RISK_HORIZON,R01,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,TIME + CAPITAL AT RISK,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Long empty access road from preserved Project Three toward a distant uncertain horizon, with maintenance barriers and aging equipment in foreground; no active build. ERA/STATE: 1993-1994. Respect the exact stated era and state (1993-1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN034,SAT-B052,00:09:01.271,00:09:11.891,10.62,AI_RECONSTRUCTION,RATEPAYER_SCALE,R05,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,agency decision → monthly rate,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: A small Northwest business after hours with utility invoice and operating ledger on a counter, Satsop image only as a secondary newspaper photograph; no readable invented amounts. ERA/STATE: 1993-1994. Respect the exact stated era and state (1993-1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN035,SAT-B054,00:09:28.091,00:09:40.211,12.12,AI_RECONSTRUCTION,SUNK_COST,R03,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,PAST SPEND / NEXT DECISION,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: A closed archival vault containing past-project folders behind glass while an open decision table in foreground remains empty, separating money already spent from the next commitment. ERA/STATE: 1994. Respect the exact stated era and state (1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN036,SAT-B058,00:10:04.771,00:10:20.911,16.14,AI_RECONSTRUCTION_GFX,COMPARISON_GFX_BASE,R01+R04+R06,LOCKED_PASS_REUSE,"1,240 MW / 240 MW",gpt_image_2,low,1k,16:9,0.0,LOCKED_PASS_REUSE,NOT_TESTED,PASS,"VISUAL PROPOSITION: Clean scale comparison plate: one large reference-controlled Project Three mass on the left and five smaller modular combined-cycle blocks on the right, neutral background, no labels or fake site placement. ERA/STATE: 1994 alternatives. Respect the exact stated era and state (1994 alternatives); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN037,SAT-B060,00:10:32.011,00:10:44.351,12.34,AI_RECONSTRUCTION,LEAD_TIME,R01+R06,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,5 YEARS / 3 YEARS,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Two parallel construction paths seen from above: long preserved nuclear restart path with many unfinished stages versus a short modular gas path with fewer stages; no text in generated layer. ERA/STATE: 1994 comparison. Respect the exact stated era and state (1994 comparison); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN038,SAT-B061,00:10:44.351,00:10:57.551,13.2,AI_RECONSTRUCTION,HYDRO_SYSTEM,R05+R06,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,hydro variability / flexible dispatch,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Pacific Northwest hydro control context with reservoir, transmission and dispatch room reflections; modular thermal blocks remain secondary and geographically non-specific. ERA/STATE: 1994 system context. Respect the exact stated era and state (1994 system context); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN039,SAT-B062,00:10:57.551,00:11:10.851,13.3,AI_RECONSTRUCTION,MODULAR_COMPARISON,R01+R06,LOCKED_PASS_REUSE,add capacity in increments,gpt_image_2,low,1k,16:9,0.0,LOCKED_PASS_REUSE,PASS,NOT_TESTED,"VISUAL PROPOSITION: Preserve the accepted conceptual composite of one unfinished nuclear commitment versus several small modular combined-cycle units, explicitly non-geographic and free of Satsop site claims. ERA/STATE: 1994 alternatives. Respect the exact stated era and state (1994 alternatives); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN040,SAT-B066,00:11:36.939,00:11:46.198,9.259,AI_RECONSTRUCTION,RISK_PAIR,R03+R06,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,fuel price / carbon risk,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Balanced tabletop still life: gas-fuel contract and emissions-policy folder on one side, nuclear completion-risk folder on the other, all text blank and equal visual weight. ERA/STATE: 1994. Respect the exact stated era and state (1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN041,SAT-B067,00:11:46.198,00:11:57.468,11.27,AI_RECONSTRUCTION,BALANCED_COMPARISON,R01+R06,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,risk-free claim rejected,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Split composition giving nuclear and combined-cycle advantages and liabilities equal physical space; neither side heroic or catastrophic, no site merger. ERA/STATE: 1994. Respect the exact stated era and state (1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN042,SAT-B068,00:11:57.468,00:12:06.998,9.53,AI_RECONSTRUCTION,DECISION_FLEXIBILITY,R03+R06,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,FLEXIBILITY,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: A rigid single heavy commitment path beside several smaller movable resource blocks on a utility planning table; human hands can rearrange only the modular side. ERA/STATE: 1994. Respect the exact stated era and state (1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN043,SAT-B069,00:12:06.998,00:12:19.158,12.16,AI_RECONSTRUCTION,COST_GFX_BASE,R01,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,$1.55B base completion estimate,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Project Three silhouette behind one large empty cost bar area on warm-paper background; no digits generated, exact $1.55B overlay added later. ERA/STATE: 1993 dollars. Respect the exact stated era and state (1993 dollars); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN044,SAT-B070,00:12:19.158,00:12:28.418,9.26,AI_RECONSTRUCTION,COST_GFX_BASE,R06,LOCKED_PASS_REUSE,LOW / BASE / HIGH / CC,gpt_image_2,low,1k,16:9,0.0,LOCKED_PASS_REUSE,FAIL,PASS,"VISUAL PROPOSITION: Three empty vertical case lanes—low, base, high—beside one shorter combined-cycle lane, using physical model blocks and no generated numbers or labels. ERA/STATE: 1994 analysis. Respect the exact stated era and state (1994 analysis); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN045,SAT-B071,00:12:28.418,00:12:38.288,9.87,AI_RECONSTRUCTION,LIFETIME_RISK,R01+R06,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,lifetime cost comparable ≠ decision equivalent,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Two alternatives appear similar at the far operating-life horizon, but the Project Three path carries a much larger locked capital block in the foreground. ERA/STATE: 1994 analysis. Respect the exact stated era and state (1994 analysis); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN046,SAT-B074,00:13:00.978,00:13:17.108,16.13,AI_RECONSTRUCTION_GFX,QUANT_GFX_BASE,R05,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,"1,240 MW / +600 aMW surplus",gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,FAIL,CONDITIONAL,"VISUAL PROPOSITION: Clean regional supply-demand plate with one large Project Three block visibly exceeding a lower demand band; no site photograph, no numbers, no labels, ample overlay space. ERA/STATE: 1994 forecast. Respect the exact stated era and state (1994 forecast); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN047,SAT-B076,00:13:27.618,00:13:40.418,12.8,AI_RECONSTRUCTION,ECONOMIC_MISMATCH,R05,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,technical success / economic failure,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: A technically complete power block feeds into a visibly undersized regional demand channel, causing unused capacity to terminate in an empty lane; conceptual, not a real site. ERA/STATE: 1994 forecast. Respect the exact stated era and state (1994 forecast); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN048,SAT-B077,00:13:40.418,00:13:48.148,7.73,AI_RECONSTRUCTION,TOWER_REVEAL,R01+R05,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,megaproject beyond engineering,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Reference-controlled cooling tower fills foreground while the wider regional grid and demand landscape remains visible through an opening, revealing the system hidden by the monument. ERA/STATE: 1994 reflection. Respect the exact stated era and state (1994 reflection); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN049,SAT-B078,00:13:48.148,00:13:57.138,8.99,AI_RECONSTRUCTION,SYSTEM_TEST,R03+R05,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,CAN SYSTEM USE AND PAY?,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Project Three scale model sits at the center of a circular table surrounded by load forecast, customer and finance stations; all station text reserved for overlay. ERA/STATE: 1994. Respect the exact stated era and state (1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN050,SAT-B079,00:13:57.138,00:14:06.888,9.75,AI_RECONSTRUCTION,NEED_GFX_BASE,R01+R05,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,74% BUILT / POWER NOT NEEDED,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,CONDITIONAL,CONDITIONAL,"VISUAL PROPOSITION: Reference-matched mostly built Project Three on left and a deliberately sparse regional demand field on right; no cranes, no active construction, clean central overlay lane. ERA/STATE: 1994. Respect the exact stated era and state (1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN051,SAT-B080,00:14:06.888,00:14:15.808,8.92,AI_RECONSTRUCTION,CAPITAL_CONCENTRATION,R01+R06,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,capital concentration / real advantages,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: One huge immovable Project Three commitment block contrasted with several smaller distributed alternatives, while a subtle existing-assets layer remains behind the nuclear side. ERA/STATE: 1994. Respect the exact stated era and state (1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN052,SAT-B081,00:14:15.808,00:14:26.688,10.88,AI_RECONSTRUCTION,EXISTING_ADVANTAGES,R01+R02,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,existing assets / permits / no combustion emissions,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Quiet preserved Project Three exterior with completed access, major shells and permit binders represented as blank physical folders; no operating plant or emissions spectacle. ERA/STATE: 1994. Respect the exact stated era and state (1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN053,SAT-B083,00:14:42.928,00:14:57.088,14.16,AI_RECONSTRUCTION_GFX,REPOWER_GFX_BASE,R01+R04+R06,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,REPOWER / NEW BUILD,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Three-panel neutral engineering plate: preserved Project Three, hypothetical gas repower, and clean-sheet combined-cycle plant; no physical claim that repowering occurred. ERA/STATE: 1994 alternatives. Respect the exact stated era and state (1994 alternatives); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN054,SAT-B084,00:14:57.088,00:15:10.628,13.54,AI_RECONSTRUCTION_MAP,THIRD_PARTY_OPTION,R01+R07,LOCKED_PASS_REUSE,third party insufficient,gpt_image_2,low,1k,16:9,0.0,LOCKED_PASS_REUSE,PASS,NOT_TESTED,"VISUAL PROPOSITION: Preserve the accepted image of protected unfinished infrastructure as an uncertain third-party option; no map claim and no active nuclear construction. ERA/STATE: 1994. Respect the exact stated era and state (1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN055,SAT-B086,00:15:26.368,00:15:35.248,8.88,AI_RECONSTRUCTION,TERMINATION_DECISION,R01,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,TERMINATED / past ≠ future,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: June 1994 preserved site behind a newly closed administrative gate, with the built structures unchanged and the future path visibly ending; no demolition. ERA/STATE: June 1994. Respect the exact stated era and state (June 1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN056,SAT-B087,00:15:35.248,00:15:43.608,8.36,AI_RECONSTRUCTION,MULTIPLE_CLOCKS,R03+R07,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,project ends on several clocks,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Four physical clocks mounted over permit files, property keys, debt ledgers and redevelopment plans, each showing a different phase; exact dates added only in overlay. ERA/STATE: 1982-2000. Respect the exact stated era and state (1982-2000); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN057,SAT-B088,00:15:43.608,00:15:54.888,11.28,AI_RECONSTRUCTION,CHRONOLOGY_GFX_BASE,R01+R02+R03,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,1982 / 1983 / 1983 / 1994,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,CONDITIONAL,FAIL,"VISUAL PROPOSITION: Four clean horizontal event stations with distinct physical symbols—Project Five stop, bond default, Project Three suspension, Project Three termination—no generated dates or text. ERA/STATE: 1982-1994. Respect the exact stated era and state (1982-1994); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN058,SAT-B090,00:16:05.468,00:16:16.488,11.02,AI_RECONSTRUCTION,MULTIPLE_CLOCKS,R03+R07,LOCKED_PASS_REUSE,permit / property / remediation / debt,gpt_image_2,low,1k,16:9,0.0,LOCKED_PASS_REUSE,NOT_TESTED,PASS,"VISUAL PROPOSITION: Permit stamp, property key, remediation field kit and debt ledger arranged as four independent workstreams on a neutral table; no readable invented wording. ERA/STATE: post-termination. Respect the exact stated era and state (post-termination); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN059,SAT-B091,00:16:16.488,00:16:26.208,9.72,AI_RECONSTRUCTION,CONTRACT_AFTERLIFE,R01+R03,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,property clock / debt clock,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Maintained concrete building outside a window while property keys and long-lived finance folders occupy separate foreground planes, making visible asset and invisible contract coexist. ERA/STATE: post-termination. Respect the exact stated era and state (post-termination); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN060,SAT-B093,00:16:34.328,00:16:43.288,8.96,AI_RECONSTRUCTION_MAP,DEBT_GFX_BASE,R01+R07,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,legacy budgeting decades later,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Present-day institutional budget workspace with legacy project folder linked visually to a long receding timeline; no new construction imagery and no generated numbers. ERA/STATE: present-day debt administration. Respect the exact stated era and state (present-day debt administration); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
SAT-GEN061,SAT-B094,00:16:43.288,00:16:54.088,10.8,AI_RECONSTRUCTION,ADMINISTRATION,R07,BLOCKED_UNTIL_REAL_MEDIA_IDS_ATTACHED,debt administration only,gpt_image_2,low,1k,16:9,0.5,REWRITTEN_NOT_AUTHORIZED,NOT_TESTED,NOT_TESTED,"VISUAL PROPOSITION: Contemporary finance office managing legacy obligations: spreadsheets visible only as unreadable shapes, archived project folders, no hard hats, cranes, plant operation or construction. ERA/STATE: FY2021. Respect the exact stated era and state (FY2021); do not import construction activity, clothing, vehicles or technology from another period. Historically grounded 16:9 documentary reconstruction with restrained natural light and realistic materials. The Satsop projects never operated: no fuel, nuclear glow, operating steam, radioactive spectacle or completed plant presented as fact. Do not render titles, dates, numbers, logos, maps, signs, document text, arrows or labels; exact information is added later as editorial vector graphics. Keep the lower 15 percent calm for captions. One visual proposition only."
