"ASSET_ID","TYPE","BEATS","PROMPT","SOURCE_FILES","NUMBERS_TO_RENDER","EDITOR_NOTES"
"LP-GFX-036","GENERATED_GFX","LP-B051","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: normal versus reversed canal flow. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S06;LP-S07;LP-S10","","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-037","GENERATED_GFX","LP-B054","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: elevation reversal cross-section. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S10","~150 ft reported waterfall","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-038","GENERATED_GFX","LP-B057","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: before/after shallow basin to deeper post-event lake. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S02","","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-039","GENERATED_GFX","LP-B058","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: zero fatalities hero statistic. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S02","0 deaths;52 escaped","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-040","GENERATED_GFX","LP-B060","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: event consequences versus zero fatalities. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S02","0 deaths","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-041","GENERATED_GFX","LP-B062","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: popular coordinate-error story versus unresolved federal finding. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S19","","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-042","GENERATED_GFX","LP-B064","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: estimated drill-hole location near 1300-foot level. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S19","1300 ft","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-043","GENERATED_GFX","LP-B065","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: competing penetration hypotheses. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S19","","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-044","GENERATED_GFX","LP-B066","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: expert disagreement two-model comparison. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S14;LP-S19","","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-045","GENERATED_GFX","LP-B067","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: evidence chain drilling-mine-inundation-estimate. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S19","","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-046","GENERATED_GFX","LP-B068","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: known hydraulic connection versus unknown initiating geometry. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S19","","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-047","GENERATED_GFX","LP-B069","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: evidence uncertainty / inaccessible physical scene. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S19","","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-048","GENERATED_GFX","LP-B070","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: lawsuit amount typography. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S14","$260M","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-049","GENERATED_GFX","LP-B071","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: settlement amount typography. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S14","$32M","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-050","GENERATED_GFX","LP-B072","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: Live Oak settlement typography. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S14","$12.8M","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-051","GENERATED_GFX","LP-B074","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: employment consequence typography. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S15","~250 employees","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-052","GENERATED_GFX","LP-B078","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: salt-cavern gas storage principle. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S03;LP-S16","","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-053","GENERATED_GFX","LP-B078","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: Jefferson Island storage pipeline connections. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S16","8 pipelines","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-054","GENERATED_GFX","LP-B083","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: three-part consequence: mine flooded / shoreline collapsed / canal reversed. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S03","","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-GFX-055","GENERATED_GFX","LP-B087","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Create a precise editorial infographic/technical illustration for: surface infrastructure versus hidden infrastructure final thesis. Use restrained blueprint-like geometry and physical spatial clarity; visually understandable without dense labels. Render only the numbers listed in NUMBERS_TO_RENDER when present; all other labels added by editor.","LP-S01;LP-S03","","Generate as finished visual base; typography beyond listed numbers remains editor-native; preserve factual uncertainty; do not imitate a historical document."
"LP-REC-001","RECONSTRUCTION","LP-B001-B002","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: floating drilling platform on calm Lake Peigneur before failure. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-123","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-002","RECONSTRUCTION","LP-B002","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: drill floor with stuck drill assembly, restrained industrial tension. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-003","RECONSTRUCTION","LP-B002","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: underground salt mine worker noticing first unexpected water. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-004","RECONSTRUCTION","LP-B003","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: wide underground mine scale with workers dispersed through workings. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S02","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-005","RECONSTRUCTION","LP-B004","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: surface lake and distant industrial platform before landscape failure. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-123","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-006","RECONSTRUCTION","LP-B007","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: pre-event lake-level industrial establishing view with drilling platform. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;EE-123","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-007","RECONSTRUCTION","LP-B010","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: working room-and-pillar salt mine interior circa 1980. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S04","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-008","RECONSTRUCTION","LP-B014","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: floating exploratory drilling operation above lake. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-009","RECONSTRUCTION","LP-B014-B015","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: conceptual cinematic cutaway showing vertical drill above horizontal mine. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S19","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-010","RECONSTRUCTION","LP-B015","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: macro cinematic salt wall with fresh water beginning to dissolve surface. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S04","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-011","RECONSTRUCTION","LP-B016","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: drill crew confronting stuck assembly on platform. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-012","RECONSTRUCTION","LP-B016","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: underground perspective near 1300-foot working level without invented breach geometry. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01;LP-S19","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-013","RECONSTRUCTION","LP-B017","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: first water entering salt-mine passage. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
"LP-REC-014","RECONSTRUCTION","LP-B018","16:9 1920x1080 Hidden Industrial America editorial documentary frame; charcoal #171A1C, iron #30363A, warm paper #E6DDC8, ivory #F3EBDD, faded rust #A55235, blueprint gray-blue #5F747D; clean cinematic composition; lower 15% kept visually quiet for captions; no black caption box; no neon; no horror; no flag/eagle/gear iconography; no fake archival damage; no fake date stamp; no invented newspaper; no logos unless source-grounded; no text except explicitly requested numbers. Modern source-grounded historical reconstruction, not an archival photograph: water spreading across mine floor toward camera. Louisiana, November 1980 industrial context; believable period equipment/clothing where people appear; restrained natural light; documentary realism; no sensational disaster spectacle; do not invent exact underground breach geometry or causation that sources do not establish.","LP-S01","","Treat as explicit reconstruction in edit; never apply HISTORICAL SOURCE plaque; no fake film grain/date stamps; keep faces and critical action above subtitle-safe zone."
